,Unnamed: 0.1,Unnamed: 0,Candidate identification,Candidate name,Incumbent challenger status,Party code,Party affiliation,Total receipts,Transfers from authorized committees,Total disbursements,Transfers to authorized committees,Beginning cash,Ending cash,Contributions from candidate,Loans from candidate,Other loans,Candidate loan repayments,Other loan repayments,Debts owed by,Total individual contributions,Candidate state,Candidate district,Special election status,Primary election status,Runoff election status,General election status,General election percentage,Contributions from other political committees,Contributions from party committees,Coverage end date,Refunds to individuals,Refunds to committees,Affiliated Committee Id,Affiliated Committee Type,Affiliated Committee Name,Street one,Street two,City or town,State,ZIP code,lat,lon
76,76,76,H2AZ06270,"METZENDORF, ADAM [DEM/Candidate]",C,1,DEM,308020.36,0,308020.36,0,0,0,77899.97,0,0,0,0,0,226920.39,AZ,1,,,,,,0,0,12/31/2022,7114,0,C00790972,H,ADAM METZENDORF FOR CONGRESS,1776 N SCOTTSDALE RD,#1524,SCOTTSDALE,AZ,85257,33.46678129,-111.9267893
77,77,77,H0AZ07082,"BARNETT, JOSH [REP/Candidate]",C,2,REP,60275.85,0,62912.51,0,4561.11,1924.45,0,0,0,0,0,0,60275.85,AZ,1,,,,,,0,0,07/20/2022,0,0,C00702332,H,JOSH BARNETT FOR ARIZONA CONGRESS,1950 WEST ROSE GARDEN LANE,SUITE 130,PHOENIX,AZ,85027,33.67654731,-112.1015688
78,78,78,H2AZ01172,"RENZI, RICHARD G. [REP/Incumbent]",I,2,REP,0,0,1244.79,0,1244.79,0,0,0,0,0,0,456157.37,0,AZ,1,,,,,,0,0,12/31/2022,0,0,C00370874,H,RICK RENZI FOR CONGRESS,610 S. BOULEVARD,,TAMPA,FL,33606,27.93785001,-82.46860246
79,79,79,H2AZ01347,"MOORE FOR AZ, JOHN W [REP/Candidate]",C,2,REP,181611.56,0,181611.56,0,0,0,0,133609,0,4158.16,0,140.9,47929.19,AZ,1,,,,,,0,0,09/30/2022,9000,0,C00771758,H,JOHN W. MOORE FOR CONGRESS,PO BOX 781,,WILLIAMS,AZ,86046,35.249555,-112.19118
80,80,80,H2AZ01370,"YATES, ANDY [REP/Candidate]",C,2,REP,114706,0,114706,0,0,0,212,100000,0,96158.16,0,0,14494,AZ,1,,,,,,0,0,12/15/2022,0,0,C00795575,H,YATES FOR U.S. CONGRESS,135 N MONTEZUMA ST APT 27,,PRESCOTT,AZ,86301,34.5432938,-112.4697286
81,81,81,H2AZ06247,"NORTON, ELIJAH [REP/Candidate]",C,2,REP,5411314.27,0,5400811.57,0,0,10502.7,109097.32,4700000,0,0,0,4700000,600866.95,AZ,1,,,,,,0,0,12/31/2022,240855,0,C00786038,H,NORTON FOR CONGRESS,10789 NORTH 90TH STREET,STE#203,SCOTTSDALE,AZ,85260,33.58463839,-111.8854811
82,82,82,H4AZ01145,"KIEHNE, GARY [REP/Candidate]",C,2,REP,0,0,0,0,0,0,0,0,0,0,0,0,0,AZ,1,,,,,,0,0,08/11/2022,0,0,C00572057,H,KIEHNE FOR CONGRESS,PO BOX 1974,,EAGAR,AZ,85925,34.1118002,-109.2895493
83,83,83,H8AZ01237,"SHEDD, TIFFANY [REP/Candidate]",C,2,REP,14147.49,1432.83,76584.62,0,63347.13,910,0,0,0,67000,0,228140.37,-48.13,AZ,1,,,,,,0,0,12/31/2022,0,0,C00657155,H,TIFFANY SHEDD FOR CONGRESS COMMITTEE,111 W FLORENCE BLVD,SUITE 7,CASA GRANDE,AZ,85122,32.87917593,-111.7528349
84,84,84,H0AZ02281,"QUILTER, PETER [DEM/Candidate]",C,1,DEM,0,0,1816,1048,1816,0,0,0,0,0,0,0,0,AZ,2,,,,,,0,0,12/31/2021,0,0,C00736918,H,QUILTERFORCONGRESS- PETER QUILTER,2228 E CERRADA BALA,,TUCSON,AZ,85718,32.31768523,-110.9399101
85,85,85,H2AZ02329,"FRIESE, RANDALL S. [DEM/Candidate]",C,1,DEM,705957.71,0,705957.71,0,0,0,0,0,0,0,0,0,693011.72,AZ,2,,,,,,12000,0,03/09/2022,290120.45,0,C00774927,H,DR. FRIESE FOR ARIZONA,PO BOX 64925,,TUCSON,AZ,85728,32.2880895,-110.946392
86,86,86,H6AZ01199,"O'HALLERAN, TOM [DEM/Incumbent]",I,1,DEM,4300864.23,85245.37,4322531.6,0,63147.21,41479.84,0,0,0,0,0,0,2715784.32,AZ,2,,,,,,1468832.77,10000,12/31/2022,39836.29,5900,C00582890,H,TOM O'HALLERAN FOR CONGRESS,PO BOX 63992,,PHOENIX,AZ,85082,33.45109734,-111.9752571
87,87,87,H8AZ02136,"HEINZ, MATTHEW GERALD [DEM/Opponent]",O,1,DEM,0,0,0,0,0,0,0,0,0,0,0,250000,0,AZ,2,,,,,,0,0,12/31/2022,0,0,C00647727,H,DR MATT HEINZ FOR ARIZONA,PO BOX 57698,,TUCSON,AZ,85732,32.22497,-110.88384
88,88,88,H0AZ02182,"MORGAN, JOSEPH DAVID [REP/Candidate]",C,2,REP,0,0,321,0,556.91,241.91,0,0,0,0,0,0,0,AZ,2,,,,,,0,0,09/30/2021,0,0,C00698084,H,JOSEPH MORGAN FOR CONGRESS,P.O. BOX 13307,,TUCSON,AZ,85732,32.22497,-110.88384
89,89,89,H0AZ02232,"STAUTZ, SHAY [REP/Candidate]",C,2,REP,0,0,6589.23,0,6589.23,0,0,0,0,6189.23,0,0,0,AZ,2,,,,,,0,0,02/04/2022,0,0,C00710582,H,SHAY STAUTZ FOR CONGRESS,5425 E BROADWAY BLVD #356,,TUCSON,AZ,85711,32.22277757,-110.875861
90,90,90,H2AZ01339,"BLACKMAN, WALTER JACK [REP/Candidate]",C,2,REP,1163969.62,0,1151626.08,0,0,12343.54,0,0,0,0,0,0,1097085.63,AZ,2,,,,,,10750,0,09/30/2022,60150,0,C00770974,H,WALT BLACKMAN FOR CONGRESS,1831 PRAIRIE ROAD,,SNOWFLAKE,AZ,85937,34.49952995,-110.1110151
91,91,91,H2AZ01354,"CRANE, ELI [REP/Candidate]",C,2,REP,3779765.67,337786.62,3713509.96,123845.41,0,66255.71,0,100000,0,100000,0,0,3071496.5,AZ,2,,,,,,259900,4600,12/31/2022,2032.79,0,C00784934,H,ELI CRANE FOR CONGRESS,PO BOX 1950,,CORTARO,AZ,85652,32.35671,-111.09258
92,92,92,H2AZ01362,"WATKINS, RONALD [REP/Candidate]",C,2,REP,262318.38,0,262318.38,0,0,0,0,95000,0,47500,0,0,167136.41,AZ,2,,,,,,0,0,09/30/2022,4902,0,C00791715,H,RON WATKINS FOR CONGRESS,135 WEST ELMER LANE,UNIT 208,TONTO BASIN,AZ,85553,33.84171363,-111.3064263
93,93,93,H2AZ02352,"LOWELL, DOUGLAS [REP/Opponent]",O,2,REP,278696.15,0,278696.15,0,0,0,0,250000,0,86279.78,0,0,28389.76,AZ,2,,,,,,0,0,02/02/2022,0,0,C00785295,H,LOWELL FOR CONGRESS,1517 N. WILMOT PMB 158,,TUCSON,AZ,85712,32.24099685,-110.8583573
94,94,94,H2AZ02394,"FREE, LUCRETIA [REP/Opponent]",O,2,REP,16697.49,0,16697.49,0,0,0,3900,0,0,0,0,14061.09,11765,AZ,2,,,,,,1000,0,09/27/2022,0,0,C00789073,H,FREE4CONGRESS COMMITTEE,7739 E. BROADWAY BLVD #214,,TUCSON,AZ,85710,32.22215199,-110.8255312
95,95,95,H2AZ02402,"DELUZIO, MARK [REP/Opponent]",O,2,REP,1336959.93,0,1331651.61,0,0,5308.32,113492.35,1075000,0,0,0,1125000,129952,AZ,2,,,,,,0,0,12/31/2022,15800,0,C00799239,H,DELUZIO FOR CONGRESS,20987 N. JOHN WAYNE PKWY,SUITE B104-423,MARICOPA,AZ,85139,33.06912113,-112.044159
96,96,96,H2AZ02410,"KRYSTOFIAK, STEVEN [REP/Opponent]",O,2,REP,529863.08,0,516674,0,0,13189.08,0,333200,0,0,0,333200,178680,AZ,2,,,,,,0,0,12/31/2022,176805,0,C00801076,H,KRYSTOFIAK FOR CONGRESS,P.O. BOX 1208,,CAMP VERDE,AZ,86322,34.5614084,-111.8571346
97,97,97,H2AZ02428,"LIZER, MYRON [REP/Opponent]",O,2,REP,735.52,0,735.52,0,0,0,735.52,0,0,0,0,0,0,AZ,2,,,,,,0,0,04/14/2022,0,0,C00808402,H,MYRON LIZER FOR CONGRESS,PO BOX 26141,,ALEXANDRIA,VA,22313,38.812515,-77.050435
98,98,98,H2AZ08102,"MCSALLY, MARTHA [REP/Incumbent]",I,2,REP,0,0,0,0,0,0,0,0,0,0,0,0,0,AZ,2,,,,,,0,0,12/31/2022,0,0,C00512236,H,MCSALLY FOR CONGRESS,PO BOX 19128,,TUCSON,AZ,85731,32.208,-110.82381
99,99,99,H8AZ02201,"MARTIN, BRANDON RAY [REP/Opponent]",O,2,REP,785.08,0,606.19,0,-178.89,0,0,0,0,0,0,0,5,AZ,2,,,,,,0,0,09/20/2021,0,0,C00698373,H,MARTIN FOR FREEDOM,PO BOX 1436,,SIERRA VISTA,AZ,85635,31.555985,-110.296285
100,100,100,H4AZ07043,"GALLEGO, RUBEN [DEM/Incumbent]",I,1,DEM,2933465.25,15521.27,2273861.31,0,616971.05,1276574.99,0,0,0,0,0,0,2039449.38,AZ,3,,,,,,856325,0,12/31/2022,17083.79,0,C00558627,H,GALLEGO FOR ARIZONA,PO BOX 1710,,PHOENIX,AZ,85001,33.4543,-112.07398
101,101,101,H2AZ03152,"POZZOLO, LUIS B [REP/Candidate]",C,2,REP,268102.04,0,268102.04,0,0,0,0,175000,0,69832.77,0,0,89482.32,AZ,3,,,,,,1500,1000,12/31/2022,0,0,C00791046,H,LUIS B POZZOLO FOR US CONGRESS,19363 N TOYA ST,,MARICOPA,AZ,85138,33.05533797,-112.0265653
102,102,102,H2AZ07187,"ZINK, JEFFREY NELSON MR [REP/Candidate]",C,2,REP,73781.24,0,54677.95,0,0,19103.29,0,40000,0,0,0,40000,33281.24,AZ,3,,,,,,500,0,12/31/2022,0,0,C00766402,H,JEFF ZINK FOR CONGRESS,2030 W. BASELINE ROAD #106,,PHOENIX,AZ,85041,33.37828889,-112.1031858
103,103,103,H6AZ03179,"SAN MIGUEL, EDNA [REP/Candidate]",C,2,REP,0,0,0,0,0,2583.43,0,0,0,0,0,0,0,AZ,3,,,,,,0,0,03/12/2021,0,0,C00579060,H,THE COMMITTEE TO ELECT SAN MIGUEL FOR CONGRESS,2782 W. SAINT TROPAZ AVE.,,TUCSON,AZ,85713,32.20287616,-111.0263973
104,104,104,H2AZ04192,"STAHL, JUDITH [DEM/Candidate]",C,1,DEM,260844.23,0,261679.59,0,0,-835.36,0,0,0,0,0,0,260844.23,AZ,4,,,,,,0,0,02/17/2022,11600,0,C00772186,H,JUDY STAHL FOR CONGRESS,303 E. GURLEY STREET,STE 183,PRESCOTT,AZ,86301,34.54166075,-112.4655382
105,105,105,H8AZ09040,"STANTON, GREG [DEM/Incumbent]",I,1,DEM,4314114.15,36276.95,5325426.86,0,1044654.6,33341.89,0,0,0,0,0,0,3016678.74,AZ,4,,,,,,1250680.76,10000,12/31/2022,3589.63,3000,C00657304,H,STANTON FOR CONGRESS,4340 E INDIAN SCHOOL ROAD,SUITE 21-518,PHOENIX,AZ,85018,33.49570699,-111.9881606
106,106,106,H2AZ04135,"GOULD, RON [REP/Candidate]",C,2,REP,0,0,0,0,4473.28,4473.28,0,0,0,0,0,141741.2,0,AZ,4,,,,,,0,0,12/31/2022,0,0,C00506253,H,GOULD FOR CONGRESS,PO BOX 3145,,LAKE HAVASU CITY,AZ,86405,34.4761425,-114.3413284
107,107,107,H2AZ09175,"WHEELESS, TANYA CONTRERAS [REP/Candidate]",C,2,REP,1285979.4,118132.06,1285879.4,0,0,100,0,55000,0,0,0,0,1055376.33,AZ,4,,,,,,55675.13,0,11/28/2022,196031.84,15000,C00786715,H,TANYA FOR ARIZONA,PO BOX 12796,,TEMPE,AZ,85284,33.3310032,-111.9406016
108,108,108,H2AZ09183,"DAVISON, JERONE [REP/Candidate]",C,2,REP,150263.16,0,150262.88,0,0,0.28,0,0,0,0,0,0,148677.33,AZ,4,,,,,,0,0,12/31/2022,600,0,C00788356,H,JERONE DAVISON FOR CONGRESS,1753 E. BROADWAY RD,SUITE 101 - 450,TEMPE,AZ,85282,33.40637183,-111.9096461
109,109,109,H2AZ09191,"COOPER, KELLY [REP/Candidate]",C,2,REP,2342076.93,201771.88,2283332.74,83073.29,0,58744.19,5810,1349279.68,0,757523,0,591756.68,642308.98,AZ,4,,,,,,138400,0,12/31/2022,6406.06,0,C00798637,H,COOPER FOR AZ-04,PO BOX 30844,,BETHESDA,MD,20824,38.97859,-77.091475
110,110,110,H0AZ05185,"RAMOS, JAVIER GARCIA MR. [DEM/Candidate]",C,1,DEM,16642.54,0,15626.17,0,0,1016.37,3300,6000,0,0,0,0,6701.65,AZ,5,,,,,,0,0,12/08/2022,0,0,C00813923,H,PAID FOR BY JAVIER GARCIA RAMOS,20270 EAST RAVEN DRIVE,,QUEEN CREEK,AZ,85142,33.26845494,-111.6462702
111,111,111,H8AZ05154,"GREENE, JOAN [DEM/Candidate]",C,1,DEM,20769.36,0,25005.84,0,4236.48,0,0,0,0,0,0,126268.19,20769.36,AZ,5,,,,,,0,0,06/30/2021,50,0,C00640938,H,JOAN GREENE FOR CONGRESS,4802 E RAY RD,SUITE 23-134,PHOENIX,AZ,85044,33.32038926,-111.9798082
112,112,112,H6AZ05083,"BIGGS, ANDY MR. [REP/Incumbent]",I,2,REP,2116014.71,14971.42,2531589.72,0,651046.86,235471.85,0,0,0,40000,0,0,1987265.2,AZ,5,,,,,,93550,0,12/31/2022,12852.22,0,C00610451,H,BIGGS FOR CONGRESS,228 S WASHINGTON ST,SUITE 115,ALEXANDRIA,VA,22314,38.80299091,-77.0473998
113,113,113,H6AZ05091,"OLSON, JUSTIN [REP/Opponent]",O,2,REP,1000,0,0,0,0,1000,0,0,0,0,0,99296.77,1000,AZ,5,,,,,,0,0,12/31/2022,0,0,C00611574,H,VOTE JUSTIN OLSON,3531 E KENWOOD ST,,MESA,AZ,85213,33.45373096,-111.7544432
114,114,114,H2AZ05173,"SMITH, CLINT [IND/Candidate]",C,3,IND,197482.53,0,197482.53,0,0,0,2000,0,0,0,0,0,182732.53,AZ,5,,,,,,12750,0,12/31/2022,1050,0,C00800979,H,CLINT SMITH FOR CONGRESS,9221 EAST BASELINE ROAD #109,PMB 412,MESA,AZ,85209,33.37762961,-111.6346662
115,115,115,H0AZ06084,"GENTLES, KARL E [DEM/Candidate]",C,1,DEM,0,0,0,0,2541.06,2541.06,0,0,0,0,0,0,0,AZ,6,,,,,,0,0,12/31/2022,0,0,C00723197,H,KARL GENTLES FOR CONGRESS,PO BOX 43413,,PHOENIX,AZ,85080,33.65466968,-112.1009202
116,116,116,H2AZ02311,"ENGEL, KIRSTEN [DEM/Candidate]",C,1,DEM,2474877.8,10390.71,2469071.03,0,0,1305.37,7300,0,0,0,0,5347.3,2233623.6,AZ,6,,,,,,222517.11,100,12/31/2022,31297.82,0,C00773820,H,ENGEL FOR ARIZONA,PO BOX 40721,,TUCSON,AZ,85717,32.23598,-110.940015
117,117,117,H2AZ02337,"URREA, MARCOS J [DEM/Candidate]",C,1,DEM,10623.37,0,10350.51,0,0,272.86,2003,0,0,0,0,0,8120.29,AZ,6,,,,,,0,0,12/31/2022,0,0,C00776203,H,FRIENDS OF MARCOS J URREA,4058 E. HARLEY ST.,,TUCSON,AZ,85712,32.24235644,-110.9052896
118,118,118,H2AZ02345,"HERNANDEZ, DANIEL [DEM/Opponent]",O,1,DEM,1196216.32,0,1194731.97,0,0,1484.35,11120,0,0,0,0,0,1018652.26,AZ,6,,,,,,150450,12750,12/31/2022,53803,20900,C00780155,H,DANIEL HERNANDEZ FOR CONGRESS,PO BOX 40476,,TUCSON,AZ,85717,32.23598,-110.940015
119,119,119,H2AZ06213,"ULIS, ERIC [DEM/Candidate]",C,1,DEM,6568.6,0,6336.85,0,0,231.75,139.62,167.98,0,167.98,0,0,6261,AZ,6,,,,,,0,0,09/30/2021,0,0,C00768879,H,ERIC ULIS FOR CONGRESS,2146 E ROCKWOOD DR,,PHOENIX,AZ,85024,33.65577158,-112.0356435
120,120,120,H8AZ04165,"DISANTO, DELINA [DEM/Candidate]",C,1,DEM,177850.56,0,183046.71,0,5973.88,-8828.97,0,10600,0,0,0,0,166929.94,AZ,6,,,,,,250,0,12/31/2022,813,0,C00672154,H,DELINA DISANTO FOR CONGRESS,PO BOX 4809,,CAVE CREEK,AZ,85327,33.833215,-111.94328
121,121,121,H8AZ08083,"TIPIRNENI, HIRAL VYAS [DEM/Candidate]",C,1,DEM,23790.47,0,58763.17,0,34972.7,0,0,0,0,49683.95,0,0,0,AZ,6,,,,,,0,0,03/31/2022,645,0,C00649897,H,HIRAL FOR CONGRESS,P.O. BOX 43256,,PHOENIX,AZ,85080,33.65466968,-112.1009202
122,122,122,H0AZ01184,"FLAKE, JEFF MR. [REP/Candidate]",C,2,REP,0,0,253916.17,0,1095111.05,841194.88,0,0,0,0,0,0,0,AZ,6,,,,,,0,0,12/31/2022,0,0,,,,,,,,,29.25539,93.63811
123,123,123,H2AZ02360,"CISCOMANI, JUAN [REP/Opponent]",O,2,REP,3398846.75,403412.61,3344411.15,148567,0,54435.6,0,0,0,0,0,0,2461613.49,AZ,6,,,,,,518850,6500,12/31/2022,34659.06,2100,C00798645,H,CISCOMANI FOR AZ-06,PO BOX 30844,,BETHESDA,MD,20824,38.97859,-77.091475
124,124,124,H2AZ02378,"WINN, KATHLEEN [REP/Opponent]",O,2,REP,363264.01,750.25,346725.4,0,0,16538.61,48250,166300,0,0,0,200332.01,147963.76,AZ,6,,,,,,0,0,12/31/2022,21300,0,C00785196,H,KATHLEEN WINN FOR CONGRESS,8987 E. TANQUE VERDE,#309-420,TUCSON,AZ,85749,32.25993807,-110.7998136
125,125,125,H2AZ06239,"KONCZAL, KEVIN [REP/Candidate]",C,2,REP,12179.69,0,12179.69,0,0,0,0,2600,0,2600,0,0,9579.69,AZ,6,,,,,,0,0,10/15/2021,0,0,C00780718,H,KONCZAL FOR CONGRESS,13225 N. FOUNTAIN HILLS BLVD. #315,,FOUNTAIN HILLS,AZ,85268,33.60515574,-111.7299739
126,126,126,H2AZ06288,"TOWNSEND, KELLY [REP/Candidate]",C,2,REP,21097.95,0,21097.95,0,0,0,1004.57,0,0,0,0,0,19897.34,AZ,6,,,,,,0,0,07/15/2022,10600,0,C00800664,H,TOWNSEND FOR CONGRESS,PO BOX 3004,,GILBERT,AZ,85299,33.34999841,-111.7866399
127,127,127,H2AZ06304,"MAYBERRY, YOUNG [REP/Candidate]",C,2,REP,32099.34,0,25323.57,0,2052.37,-3747.74,0,0,0,0,0,0,32099.34,AZ,6,,,,,,0,0,07/13/2022,0,0,C00803171,H,YOUNG MAYBERRY FOR US HOUSE,721 W STAR DUST TRAIL,,ST DAVID,AZ,85630,31.91087614,-110.2377168
128,128,128,H4AZ06045,"SCHWEIKERT, DAVID S. [REP/Incumbent]",I,2,REP,2018409.26,208745.25,2025054.46,778.25,59582.15,52936.95,0,259630,0,79874.22,0,205171.06,1049046.51,AZ,6,,,,,,490943.5,0,12/31/2022,25151.97,0,C00773218,H,SCHWEIKERT FOR AZ-01 REPUBLICAN NOMINEE FUND 2022,PO BOX 9891,,ARLINGTON,VA,22219,38.8949843,-77.0698963
129,129,129,H2AZ02055,"PASTOR, ED L [DEM/Candidate]",C,1,DEM,0,0,94444.3,0,94444.3,0,0,0,0,0,0,0,0,AZ,7,,,,,,0,0,06/30/2021,0,0,C00251918,H,PASTOR FOR ARIZONA,PO BOX 1978,,PHOENIX,AZ,85001,33.4543,-112.07398
130,130,130,H2AZ07070,"GRIJALVA, RAUL M [DEM/Incumbent]",I,1,DEM,660513.91,0,680516.72,0,226208.67,206205.86,0,0,0,0,0,9421.5,447764.56,AZ,7,,,,,,199497,0,12/31/2022,3485.91,0,C00374058,H,A WHOLE LOT OF PEOPLE FOR GRIJALVA CONGRESSIONAL COMMITTEE,PO BOX 1242,,TUCSON,AZ,85702,32.220195,-110.968625
131,131,131,H2AZ07195,"BECKER, NINA [REP/Candidate]",C,2,REP,-1309815.55,0,900.19,0,3041986.86,1731271.12,0,0,0,0,0,0,-1262849.95,AZ,7,,,,,,-35815.35,-11150.25,07/20/2022,0,0,C00780197,H,,,,,,,29.25539,93.63811
132,132,132,H0AZ08072,"MUSCATO, MICHAEL ARCHANGEL [DEM/Candidate]",C,1,DEM,12211.66,0,35945.64,9796.44,10171.62,0,0,0,0,0,0,0,12211.66,AZ,8,,,,,,0,0,06/30/2021,0,0,C00703124,H,MUSCATO FOR CONGRESS,9802 W BELL RD,P.O. BOX 1737,SUN CITY,AZ,85351,33.63821859,-112.2709772
133,133,133,H0AZ08080,"OLSEN, ROBERT [DEM/Candidate]",C,1,DEM,0,0,33578.2,0,33578.2,0,0,0,0,33578.2,0,0,0,AZ,8,,,,,,0,0,01/28/2022,0,0,C00715748,H,FRIENDS OF BOB OLSEN 4 CONGRESS,14955 W BELL RD,PO BOX 9367,SURPRISE,AZ,85374,33.6380812,-112.3817756
134,134,134,H2AZ08201,"SPREITZER, JEREMY [DEM/Candidate]",C,1,DEM,855,0,733.81,0,0,121.19,20,0,0,0,0,0,835,AZ,8,,,,,,0,0,12/31/2022,0,0,C00826354,H,JEREMY SPREITZER FOR CONGRESS,21517 N 120TH AVE,,SUN CITY,AZ,85373,33.67957665,-112.3181717
135,135,135,H8AZ08158,"LESKO, DEBBIE [REP/Incumbent]",I,2,REP,1198976.4,67386.93,884874.66,0,688632.93,1002734.67,0,0,0,0,0,0,701155.61,AZ,8,,,,,,417645.32,850,12/31/2022,1899.67,6051.82,C00663914,H,DEBBIE LESKO FOR CONGRESS,PO BOX 45388,,PHOENIX,AZ,85064,33.509515,-112.03887
136,136,136,H2AZ08193,"SPREITZER, JEREMY [DEM/Candidate]",C,3,W,855,0,733.81,0,0,121.19,20,0,0,0,0,0,835,AZ,8,,,,,,0,0,12/31/2022,0,0,C00826354,H,,,,,,,29.25539,93.63811
137,137,137,H2AZ09019,"SINEMA, KYRSTEN [DEM/Incumbent]",I,1,DEM,8113875.57,572529.81,2332394.79,0,2455741.18,8237221.96,0,0,0,0,0,0,6099444.39,AZ,9,,,,,,1441500,0,12/31/2022,195381.73,13500,,,,,,,,,29.25539,93.63811
138,138,138,H2AZ09027,"SCHAPIRA, DAVID [DEM/Candidate]",C,1,DEM,0,0,0,0,0,0,0,0,0,0,0,1464.07,0,AZ,9,,,,,,0,0,12/31/2022,0,0,C00510495,H,DAVID SCHAPIRA FOR CONGRESS,3633 S HAZELTON LN,,TEMPE,AZ,85282,33.38948828,-111.9024667
139,139,139,H0AZ01259,"GOSAR, PAUL DR. [REP/Incumbent]",I,2,REP,949145.58,0,854965.64,0,13458.84,107638.78,0,0,0,0,0,0,885962.59,AZ,9,,,,,,61081,0,12/31/2022,10980.85,1000,C00461806,H,GOSAR FOR CONGRESS,3104 EAST CAMELBACK ROAD,STE 2889,PHOENIX,AZ,85016,33.51071851,-112.0156946
140,140,140,H0AZ03321,"PARKER, VERNON [REP/Candidate]",C,2,REP,0,0,0,0,4619.9,4619.9,0,0,0,0,0,15813.62,0,AZ,9,,,,,,0,0,12/31/2022,0,0,C00474916,H,VERNON PARKER FOR CONGRESS,PO BOX 730,,HILMAR,CA,95324,37.407905,-120.851985
141,141,141,H0AZ09021,"TUTORA, NICHOLAS [REP/Candidate]",C,2,REP,0,0,171.26,0,171.26,0,0,0,0,0,0,0,0,AZ,9,,,,,,0,0,12/31/2022,0,0,C00723288,H,TUTORA FOR CONGRESS,7141 N 16TH ST,UBIT 220,PHOENIX,AZ,85020,33.54116569,-112.0467038
142,142,142,H2AZ04218,"MORGAN, ADAM [REP/Candidate]",C,2,REP,69649.12,0,84349.52,0,21016,0,50000,0,0,0,0,0,19649.12,AZ,9,,,,,,0,0,09/30/2022,25893.95,0,C00800961,H,MORGAN FOR AZ,1901 JOHNSON AVE,UNIT 3875,KINGMAN,AZ,86402,35.19644887,-114.0326979
143,143,143,H2AZ06155,"GRANTHAM, TRAVIS W. [REP/Opponent]",O,2,REP,0,0,360,0,-6631.01,-6991.01,0,0,0,0,0,304411.5,0,AZ,9,,,,,,0,0,12/31/2022,0,0,C00497628,H,GRANTHAM FOR CONGRESS,PO BOX 7250,,TEMPE,AZ,85281,33.42316,-111.9455244
144,144,144,H2AZ09142,"STOVALL, ALEX [REP/Candidate]",C,2,REP,152503.39,0,150849.67,0,0,1653.72,0,7500,0,0,0,40119.32,140159.53,AZ,9,,,,,,0,0,12/31/2022,795,0,C00771279,H,ALEX FOR CONGRESS,PO BOX153,,CHANDLER,AZ,85225,33.304625,-111.83766
145,145,145,H2AZ09167,"LOPEZ, JESUS RENE JR. [REP/Candidate]",C,2,REP,177179.8,0,172698.5,0,0,0,0,8190,2191.37,2831.05,0,8550.32,164109.2,AZ,9,,,,,,0,0,12/31/2022,12600,0,C00781153,H,RENE LOPEZ FOR CONGRESS,PO BOX 7870,,CHANDLER,AZ,85246,33.31066,-111.87549
146,146,146,H2AZ09209,"KUTZ, RANDY [REP/Candidate]",C,2,REP,78885.21,0,78885.21,0,0,0,0,35333.21,0,0,0,44833.21,43552,AZ,9,,,,,,0,0,12/31/2022,500,0,C00801779,H,KUTZ FOR CONGRESS,7000 N. COTTON LANE,STE. 171,WADDELL,AZ,85355,33.53757451,-112.4274246
147,147,147,H2AZ09225,"DOWLING, SANDRA E DR [REP/Candidate]",C,2,REP,71959.16,0,71959.16,0,0,0,0,13215.16,0,10062.78,0,0,58744,AZ,9,,,,,,0,0,12/31/2022,2900,0,C00812982,H,DOWLING FOR CONGRESS CD9,14175 INDIAN SCHOOL ROAD,STE B4-103,GOODYEAR,AZ,85395,33.48399533,-112.3646998
148,148,148,H6AZ09010,"GILES, DAVID VICTOR [REP/Candidate]",C,2,REP,83800.17,0,84345.92,0,545.75,0,0,72608.53,0,0,0,558231.28,11191.64,AZ,9,,,,,,0,0,12/31/2022,0,0,C00572602,H,DAVE GILES FOR CONGRESS,3667 EAST MEGAN STREET,,GILBERT,AZ,85295,33.32058015,-111.7113549
149,149,149,H0CA06170,"BISH, CHRISTINE [REP/Candidate]",C,2,REP,83695.6,0,84632.17,0,964.83,28.26,0,13034.91,0,7200,0,38301.55,67262.02,CA,0,,,,,,0,0,12/31/2022,0,0,C00721548,H,BISH FOR CONGRESS,8121 GOLDEN VISTA WAY,,ANTELOPE,CA,95843,38.71689032,-121.3443422
150,150,150,H2CA01219,"LYDON, ROBERT K [DEM/Candidate]",C,1,DEM,10000,0,4129.88,0,0,5870.12,0,0,0,0,0,0,10000,CA,1,,,,,,0,0,09/30/2021,0,0,C00782060,H,LYDON FOR CONGRESS,P.O BOX 1260,,SHINGLETOWN,CA,96088,40.5086571,-121.8124512
151,151,151,H2CA01227,"STEINER, MAX [DEM/Candidate]",C,1,DEM,627432.86,0,611213.96,0,0,16218.9,0,0,0,0,0,0,612795.61,CA,1,,,,,,8000,6022.69,12/31/2022,2203,0,C00783498,H,MAX STEINER FOR CONGRESS,499 S CAPITOL ST SW,SUITE 407,WASHINGTON,DC,20003,38.88342285,-77.01001123
152,152,152,H2CA01235,"ZINK, DAVID LEON MR. [DEM/Candidate]",C,1,DEM,16454,0,16454,0,0,0,0,0,0,0,0,0,16454,CA,1,,,,,,0,0,03/31/2022,0,0,C00787259,H,ZINK FOR CONGRESS,14124 ROLLINS COURT,,MAGALIA,CA,95954,39.82186723,-121.6059846
